"","cntry","TIME","avgpolintr","avgtrstprl","avgtrstplt","avgtrstep","avgvote","avgcontplt","avgwrkprty","avgwrkorg","avgbadge","avgsgnptit","avgpbldmn","avgbctprd","avgclsprty","avgmmbprty","avgedulvla","avguempla","avguempli","avgdsbld","avgmbtru","GEO","AGE","UNIT","SEX","Value","Flag.and.Footnotes"
"84","HU",2010,3.02941176470588,3.88235294117647,2.91176470588235,5.06862745098039,NA,1.8921568627451,1.95098039215686,1.94117647058824,1.97058823529412,1.96078431372549,1.97058823529412,1.94117647058824,1.5,1.97058823529412,2.92156862745098,0.156862745098039,0.0588235294117647,0.00980392156862745,2.98039215686275,"Hungary","Less than 25 years","Percentage of active population","Total","26.4",""
"85","HU",2012,3.34782608695652,3.89565217391304,3.28695652173913,4.45217391304348,NA,1.97391304347826,1.99130434782609,1.97391304347826,1.99130434782609,1.95652173913043,1.93913043478261,1.98260869565217,1.8,NA,2.82608695652174,0.173913043478261,0.0434782608695652,0.0173913043478261,2.99130434782609,"Hungary","Less than 25 years","Percentage of active population","Total","28.2",""
"86","HU",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hungary","Less than 25 years","Percentage of active population","Total","20.4",""
"87","IE",2002,2.75,4.2625,3.4125,5.35,NA,1.8625,1.9875,1.8875,1.8875,1.5875,1.8625,1.8875,1.725,1.975,2.975,0.0875,0.1,0.0125,2.9,NA,NA,NA,NA,NA,NA
"88","IE",2004,2.85869565217391,4.75,3.53260869565217,6.01086956521739,NA,1.89130434782609,1.93478260869565,1.84782608695652,1.84782608695652,1.57608695652174,1.85869565217391,1.89130434782609,1.64130434782609,1.95652173913043,3.66304347826087,0.130434782608696,0.0326086956521739,0,2.89130434782609,NA,NA,NA,NA,NA,NA
"89","IE",2006,3.2,5,4.14,5.38,NA,1.88,1.96,1.92,1.84,1.78,1.96,1.9,1.78,2,2.96,0.28,0.02,0,2.92,"Ireland","Less than 25 years","Percentage of active population","Total","8.7",""
"90","IE",2008,2.77142857142857,4,3.3,4.91428571428571,NA,1.87142857142857,1.91428571428571,1.85714285714286,1.84285714285714,1.72857142857143,1.85714285714286,1.88571428571429,1.7,1.92857142857143,3.61428571428571,0.228571428571429,0.1,0.0142857142857143,2.75714285714286,"Ireland","Less than 25 years","Percentage of active population","Total","13.3",""
"91","IE",2010,3.21857923497268,3.66666666666667,3.22404371584699,4.3224043715847,NA,1.89617486338798,1.99453551912568,1.9344262295082,1.92896174863388,1.82513661202186,1.89071038251366,1.91256830601093,1.82513661202186,1.98907103825137,3.15846994535519,0.344262295081967,0.0491803278688525,0.0109289617486339,2.87431693989071,"Ireland","Less than 25 years","Percentage of active population","Total","27.6",""
"92","IE",2012,3.00689655172414,3.99310344827586,3.26896551724138,4.81379310344828,NA,1.82758620689655,1.96551724137931,1.86206896551724,1.86206896551724,1.67586206896552,1.80689655172414,1.86206896551724,1.72413793103448,NA,3.43448275862069,0.220689655172414,0.0413793103448276,0.00689655172413793,2.92413793103448,"Ireland","Less than 25 years","Percentage of active population","Total","30.4",""
"93","IE",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ireland","Less than 25 years","Percentage of active population","Total","23.9",""
"94","IT",2002,2.97727272727273,4.95454545454545,3.875,5.69318181818182,NA,1.90909090909091,1.97727272727273,1.94318181818182,1.86363636363636,1.82954545454545,1.76136363636364,1.95454545454545,1.67045454545455,1.95454545454545,2.52272727272727,0.159090909090909,0.0795454545454545,0,2.89772727272727,NA,NA,NA,NA,NA,NA
"95","IT",2004,2.91,4.63,3.43,5.5,NA,1.94,1.96,1.9,1.88,1.92,1.85,1.91,1.59,1.99,2.61,0.17,0.07,0,2.96,NA,NA,NA,NA,NA,NA
"96","IT",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy","Less than 25 years","Percentage of active population","Total","21.8",""
"97","IT",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy","Less than 25 years","Percentage of active population","Total","21.2",""
"98","IT",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy","Less than 25 years","Percentage of active population","Total","27.9",""
"99","IT",2012,2.66666666666667,3.76190476190476,2.17460317460317,4.96825396825397,NA,1.93650793650794,2,1.87301587301587,1.87301587301587,1.68253968253968,1.6984126984127,1.93650793650794,1.65079365079365,NA,3.11111111111111,0.301587301587302,0.0952380952380952,0,2.98412698412698,"Italy","Less than 25 years","Percentage of active population","Total","35.3",""
"100","IT",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy","Less than 25 years","Percentage of active population","Total","42.7",""
"101","NL",2002,2.30769230769231,5.11538461538461,5.65384615384615,5.34615384615385,NA,1.92307692307692,2,1.69230769230769,1.92307692307692,1.73076923076923,1.96153846153846,2,1.61538461538462,1.96153846153846,3.03846153846154,0.0384615384615385,0.0384615384615385,0.0384615384615385,2.96153846153846,NA,NA,NA,NA,NA,NA
"102","NL",2004,2.2962962962963,4.85185185185185,5.37037037037037,5.55555555555556,NA,1.88888888888889,2,1.85185185185185,1.92592592592593,1.77777777777778,1.96296296296296,1.85185185185185,1.40740740740741,2,2.85185185185185,0.0740740740740741,0,0.037037037037037,3,NA,NA,NA,NA,NA,NA
"103","NL",2006,2.45454545454545,5.18181818181818,4.88636363636364,5.29545454545455,NA,1.86363636363636,1.93181818181818,1.65909090909091,1.93181818181818,1.75,1.95454545454545,1.93181818181818,1.5,1.97727272727273,2.75,0.113636363636364,0.0909090909090909,0.0454545454545455,2.95454545454545,"Netherlands","Less than 25 years","Percentage of active population","Total","10.0",""
"104","NL",2008,2.35714285714286,5.78571428571429,5.64285714285714,6.28571428571429,NA,1.92857142857143,1.92857142857143,1.75,1.85714285714286,1.82142857142857,1.89285714285714,1.89285714285714,1.57142857142857,1.96428571428571,2.92857142857143,0.142857142857143,0.0714285714285714,0.0357142857142857,3,"Netherlands","Less than 25 years","Percentage of active population","Total","8.6",""
"105","NL",2010,2.26086956521739,5.39130434782609,5.08695652173913,5.17391304347826,1.30434782608696,1.91304347826087,1.91304347826087,1.78260869565217,1.8695652173913,1.56521739130435,1.91304347826087,1.82608695652174,1.39130434782609,2,2.65217391304348,0.260869565217391,0.0869565217391304,0.130434782608696,2.91304347826087,"Netherlands","Less than 25 years","Percentage of active population","Total","11.1",""
"106","NL",2012,2.27272727272727,4.6969696969697,5.12121212121212,5.27272727272727,NA,1.84848484848485,1.93939393939394,1.66666666666667,1.90909090909091,1.63636363636364,1.90909090909091,1.81818181818182,1.48484848484848,NA,3.21212121212121,0.242424242424242,0.0909090909090909,0.0606060606060606,2.90909090909091,"Netherlands","Less than 25 years","Percentage of active population","Total","11.7",""
"107","NL",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Netherlands","Less than 25 years","Percentage of active population","Total","12.7",""
"108","NO",2002,2.58928571428571,5.82142857142857,4.55357142857143,4.85714285714286,NA,1.89285714285714,1.89285714285714,1.73214285714286,1.67857142857143,1.46428571428571,1.85714285714286,1.80357142857143,1.51785714285714,1.92857142857143,3.16071428571429,0.0892857142857143,0.0357142857142857,0.0178571428571429,2.44642857142857,NA,NA,NA,NA,NA,NA
"109","NO",2004,2.69491525423729,5.77966101694915,4.22033898305085,5.01694915254237,NA,1.83050847457627,1.94915254237288,1.74576271186441,1.59322033898305,1.42372881355932,1.88135593220339,1.76271186440678,1.52542372881356,1.94915254237288,3.25423728813559,0.186440677966102,0.0508474576271186,0,2.66101694915254,NA,NA,NA,NA,NA,NA
"110","NO",2006,2.71428571428571,5.38775510204082,4.22448979591837,5,NA,1.93877551020408,1.89795918367347,1.77551020408163,1.59183673469388,1.57142857142857,1.83673469387755,1.75510204081633,1.46938775510204,1.91836734693878,3.55102040816327,0.102040816326531,0.0408163265306122,0,2.83673469387755,"Norway","Less than 25 years","Percentage of active population","Total","8.8","b"
"111","NO",2008,2.7027027027027,7,5.18918918918919,5.94594594594595,NA,1.89189189189189,1.91891891891892,1.72972972972973,1.64864864864865,1.40540540540541,1.91891891891892,1.75675675675676,1.37837837837838,1.89189189189189,3.24324324324324,0.027027027027027,0.027027027027027,0.027027027027027,2.72972972972973,"Norway","Less than 25 years","Percentage of active population","Total","7.3",""
"112","NO",2010,2.65079365079365,6.19047619047619,5.15873015873016,5.77777777777778,NA,1.88888888888889,1.93650793650794,1.79365079365079,1.61904761904762,1.53968253968254,1.9047619047619,1.79365079365079,1.41269841269841,1.95238095238095,3.11111111111111,0.111111111111111,0.0476190476190476,0,2.71428571428571,"Norway","Less than 25 years","Percentage of active population","Total","9.2",""
"113","NO",2012,2.38888888888889,6.42592592592593,5.25925925925926,5.22222222222222,NA,1.81481481481481,1.7962962962963,1.68518518518519,1.53703703703704,1.46296296296296,1.7962962962963,1.74074074074074,1.38888888888889,NA,3,0.0740740740740741,0.037037037037037,0.037037037037037,2.59259259259259,"Norway","Less than 25 years","Percentage of active population","Total","8.6",""
"114","NO",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Norway","Less than 25 years","Percentage of active population","Total","7.9",""
"115","PL",2002,2.85263157894737,3.62105263157895,2.94736842105263,4.95789473684211,NA,1.9,1.96315789473684,1.91578947368421,1.94210526315789,1.89473684210526,1.97368421052632,1.98421052631579,1.84210526315789,1.98421052631579,2.83684210526316,0.263157894736842,0.0842105263157895,0.0157894736842105,2.98947368421053,NA,NA,NA,NA,NA,NA
"116","PL",2004,2.87096774193548,2.92903225806452,2.4,4.84516129032258,NA,1.96774193548387,1.9741935483871,1.95483870967742,1.95483870967742,1.83225806451613,1.96774193548387,1.94193548387097,1.89032258064516,2,2.80645161290323,0.219354838709677,0.0580645161290323,0.0129032258064516,2.96129032258065,NA,NA,NA,NA,NA,NA
"117","PL",2006,2.82442748091603,2.93129770992366,2.16793893129771,5.38931297709924,NA,1.97709923664122,1.98473282442748,1.98473282442748,1.96946564885496,1.91603053435115,1.97709923664122,1.94656488549618,1.77099236641221,1.99236641221374,2.82442748091603,0.0916030534351145,0.0763358778625954,0.0152671755725191,2.97709923664122,"Poland","Less than 25 years","Percentage of active population","Total","29.8",""
"118","PL",2008,2.896,3.624,2.616,5.04,NA,1.968,1.976,1.96,1.928,1.888,2,1.952,1.832,2,2.792,0.104,0.024,0.016,2.984,"Poland","Less than 25 years","Percentage of active population","Total","17.2",""
"119","PL",2010,2.95488721804511,3.45112781954887,2.49624060150376,4.90977443609023,NA,1.93233082706767,1.98496240601504,1.91729323308271,1.90225563909774,1.83458646616541,1.97744360902256,1.96240601503759,1.82706766917293,1.99248120300752,2.79699248120301,0.142857142857143,0.0827067669172932,0,2.97744360902256,"Poland","Less than 25 years","Percentage of active population","Total","23.7",""
"120","PL",2012,2.92913385826772,3.16535433070866,2.40944881889764,4.34645669291339,NA,1.92913385826772,1.98425196850394,1.92913385826772,1.92913385826772,1.84251968503937,1.96062992125984,1.92125984251968,1.88188976377953,NA,3.03937007874016,0.188976377952756,0.047244094488189,0.0236220472440945,2.98425196850394,"Poland","Less than 25 years","Percentage of active population","Total","26.5",""
"121","PL",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poland","Less than 25 years","Percentage of active population","Total","23.9",""
"122","PT",2002,2.67088607594937,4.62025316455696,3.49367088607595,5.37974683544304,NA,1.86075949367089,1.94936708860759,1.89873417721519,1.89873417721519,1.88607594936709,1.88607594936709,1.92405063291139,1.45569620253165,1.93670886075949,2.74683544303797,0.0886075949367089,0.0759493670886076,0,2.92405063291139,NA,NA,NA,NA,NA,NA
"123","PT",2004,2.92647058823529,3.97058823529412,1.97058823529412,4.41176470588235,NA,1.97058823529412,1.98529411764706,1.97058823529412,1.97794117647059,1.95588235294118,1.88235294117647,1.98529411764706,1.67647058823529,1.98529411764706,2.92647058823529,0.0735294117647059,0.0294117647058824,0.00735294117647059,2.96323529411765,NA,NA,NA,NA,NA,NA
"124","PT",2006,2.68,4.12,2.68,5.22,NA,1.92,1.94,1.93,1.92,1.9,1.94,1.95,1.52,1.98,2.99,0.07,0.04,0.01,2.98,"Portugal","Less than 25 years","Percentage of active population","Total","21.2",""
"125","PT",2008,2.92156862745098,4.44117647058824,3.27450980392157,5.3921568627451,NA,1.90196078431373,1.97058823529412,1.91176470588235,1.96078431372549,1.8921568627451,1.92156862745098,1.94117647058824,1.63725490196078,2.00980392156863,2.80392156862745,0.127450980392157,0.0686274509803922,0,2.91176470588235,"Portugal","Less than 25 years","Percentage of active population","Total","21.6",""
"126","PT",2010,3.02352941176471,3.2,2.47058823529412,4.07058823529412,NA,1.95294117647059,1.98823529411765,1.94117647058824,2,1.94117647058824,1.94117647058824,1.96470588235294,1.64705882352941,2,2.69411764705882,0.2,0.0823529411764706,0,2.95294117647059,"Portugal","Less than 25 years","Percentage of active population","Total","28.2",""
"127","PT",2012,3.06194690265487,2.8141592920354,2.08849557522124,3.78761061946903,NA,1.92920353982301,1.97345132743363,1.97345132743363,1.9646017699115,1.84070796460177,1.86725663716814,1.95575221238938,1.70796460176991,NA,2.84955752212389,0.31858407079646,0.0176991150442478,0.00884955752212389,3,"Portugal","Less than 25 years","Percentage of active population","Total","38.0",""
"128","PT",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Portugal","Less than 25 years","Percentage of active population","Total","34.7",""
"129","SE",2002,2.24691358024691,6.23456790123457,4.90123456790123,4.76543209876543,NA,1.87654320987654,1.95061728395062,1.81481481481481,1.81481481481481,1.59259259259259,1.91358024691358,1.53086419753086,1.28395061728395,1.97530864197531,3.01234567901235,0.0987654320987654,0.0493827160493827,0,2.45679012345679,NA,NA,NA,NA,NA,NA
"130","SE",2004,2.31034482758621,5.77011494252874,4.55172413793103,4.59770114942529,NA,1.89655172413793,1.94252873563218,1.72413793103448,1.79310344827586,1.44827586206897,1.90804597701149,1.54022988505747,1.42528735632184,1.94252873563218,2.95402298850575,0.137931034482759,0.0344827586206897,0,2.29885057471264,NA,NA,NA,NA,NA,NA
"131","SE",2006,2.5,5.71111111111111,4.58888888888889,5.25555555555556,NA,1.92222222222222,1.96666666666667,1.8,1.71111111111111,1.56666666666667,1.84444444444444,1.73333333333333,1.3,1.95555555555556,2.71111111111111,0.0888888888888889,0.0666666666666667,0.0111111111111111,2.57777777777778,"Sweden","Less than 25 years","Percentage of active population","Total","21.5",""
"132","SE",2008,2.33962264150943,5.54716981132075,4.81132075471698,5.20754716981132,NA,1.84905660377358,1.94339622641509,1.75471698113208,1.71698113207547,1.37735849056604,1.81132075471698,1.66037735849057,1.54716981132075,1.92452830188679,2.73584905660377,0.0566037735849057,0.0943396226415094,0,2.56603773584906,"Sweden","Less than 25 years","Percentage of active population","Total","20.2",""
"133","SE",2010,2.36666666666667,5.93333333333333,4.76666666666667,5.6,NA,1.78333333333333,1.93333333333333,1.8,1.65,1.43333333333333,1.86666666666667,1.53333333333333,1.28333333333333,2.03333333333333,2.73333333333333,0.0666666666666667,0.0666666666666667,0,2.71666666666667,"Sweden","Less than 25 years","Percentage of active population","Total","24.8",""
"134","SE",2012,2.87,6.11,4.74,5.37,NA,1.94,1.98,1.79,1.82,1.71,1.89,1.71,1.44,NA,2.88,0.22,0.01,0,2.7,"Sweden","Less than 25 years","Percentage of active population","Total","23.7",""
"135","SE",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweden","Less than 25 years","Percentage of active population","Total","22.9",""
"136","SI",2002,2.85294117647059,4.26470588235294,3.14705882352941,4.68627450980392,NA,1.88235294117647,1.97058823529412,1.96078431372549,1.97058823529412,1.79411764705882,1.90196078431373,1.94117647058824,1.73529411764706,2.03921568627451,2.76470588235294,0.117647058823529,0.0784313725490196,0,2.95098039215686,NA,NA,NA,NA,NA,NA
"137","SI",2004,2.98823529411765,4.36470588235294,3.23529411764706,4.74117647058824,NA,1.97647058823529,1.97647058823529,2,1.97647058823529,1.92941176470588,1.98823529411765,1.97647058823529,1.74117647058824,2,2.77647058823529,0.117647058823529,0.0470588235294118,0,3,NA,NA,NA,NA,NA,NA
"138","SI",2006,2.96385542168675,4.3855421686747,3.1566265060241,5.32530120481928,NA,1.8433734939759,1.98795180722892,2.06024096385542,1.92771084337349,1.75903614457831,1.83132530120482,1.92771084337349,1.7710843373494,1.98795180722892,2.7710843373494,0.132530120481928,0.0963855421686747,0.0120481927710843,2.97590361445783,"Slovenia","Less than 25 years","Percentage of active population","Total","13.9",""
"139","SI",2008,2.87671232876712,4.34246575342466,3.28767123287671,4.91780821917808,NA,1.87671232876712,1.97260273972603,2,1.95890410958904,1.87671232876712,1.95890410958904,1.97260273972603,1.72602739726027,1.97260273972603,2.75342465753425,0.0958904109589041,0.123287671232877,0,3,"Slovenia","Less than 25 years","Percentage of active population","Total","10.4",""
"140","SI",2010,2.76923076923077,3.10989010989011,2.68131868131868,4.32967032967033,NA,1.92307692307692,1.96703296703297,1.95604395604396,1.95604395604396,1.92307692307692,1.94505494505495,1.94505494505495,1.83516483516484,1.97802197802198,2.87912087912088,0.131868131868132,0.0549450549450549,0.010989010989011,2.95604395604396,"Slovenia","Less than 25 years","Percentage of active population","Total","14.7",""
"141","SI",2012,3.02439024390244,3.24390243902439,2.57317073170732,4.48780487804878,NA,1.95121951219512,1.97560975609756,2.08536585365854,2,1.91463414634146,1.97560975609756,2,1.78048780487805,NA,3.19512195121951,0.121951219512195,0,0,3,"Slovenia","Less than 25 years","Percentage of active population","Total","20.6",""
"142","SI",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slovenia","Less than 25 years","Percentage of active population","Total","20.2",""
"143","SK",2004,2.8469387755102,3.33673469387755,2.6734693877551,5.18367346938776,NA,1.96938775510204,2,2.02040816326531,1.94897959183673,1.81632653061224,2,1.90816326530612,1.71428571428571,1.98979591836735,2.76530612244898,0.214285714285714,0.0612244897959184,0.0102040816326531,2.98979591836735,NA,NA,NA,NA,NA,NA
"144","SK",2006,2.90441176470588,3.94852941176471,3.38235294117647,5.58088235294118,NA,1.97058823529412,1.99264705882353,1.95588235294118,1.93382352941176,1.77205882352941,1.97058823529412,1.90441176470588,1.63235294117647,2.05147058823529,2.67647058823529,0.125,0.0220588235294118,0.0220588235294118,3,"Slovakia","Less than 25 years","Percentage of active population","Total","27.0",""
"145","SK",2008,3.15277777777778,4.09722222222222,3.5,5.94444444444444,NA,1.97222222222222,1.98611111111111,1.97222222222222,1.97222222222222,1.79166666666667,1.97222222222222,1.93055555555556,1.77777777777778,2,2.93055555555556,0.152777777777778,0.0138888888888889,0,2.91666666666667,"Slovakia","Less than 25 years","Percentage of active population","Total","19.3",""
"146","SK",2010,2.91089108910891,3.81188118811881,3.00990099009901,4.92079207920792,NA,1.99009900990099,2,1.95049504950495,1.94059405940594,1.73267326732673,1.97029702970297,1.93069306930693,1.61386138613861,2,2.95049504950495,0.128712871287129,0.0693069306930693,0.0099009900990099,2.97029702970297,"Slovakia","Less than 25 years","Percentage of active population","Total","33.9",""
"147","SK",2012,3.35,2.6,2.2125,3.5125,NA,1.95,2,2,1.9875,1.8,1.95,1.9375,1.75,NA,3,0.15,0.075,0.0125,3,"Slovakia","Less than 25 years","Percentage of active population","Total","34.0",""
"148","SK",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slovakia","Less than 25 years","Percentage of active population","Total","29.7",""
